,Unnamed: 0.1,Unnamed: 0,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
1029,1029,1038,ogm fkppi x24,0.983317494392395,"[[765.0, 349.0], [890.0, 353.0], [889.0, 375.0], [764.0, 371.0]]",POINT (827 362),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1030,1030,1039,shelter uv ummi venl,0.9595645070075988,"[[1346.0, 508.0], [1482.0, 508.0], [1482.0, 522.0], [1346.0, 522.0]]",POINT (1414 515),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1031,1031,1040,02 barbershop o,0.9814163446426392,"[[664.0, 592.0], [788.0, 592.0], [788.0, 620.0], [664.0, 620.0]]",POINT (726 606),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1032,1032,1041,teras warmindo,0.9854661822319032,"[[842.0, 594.0], [979.0, 590.0], [980.0, 616.0], [843.0, 620.0]]",POINT (911 605),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1033,1033,1042,scr team o,0.9650409817695618,"[[842.0, 626.0], [938.0, 626.0], [938.0, 648.0], [842.0, 648.0]]",POINT (890 637),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1034,1034,1043,on,0.6529408693313599,"[[1802.0, 666.0], [1816.0, 666.0], [1816.0, 676.0], [1802.0, 676.0]]",POINT (1809 671),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1035,1035,1044,bubu,0.9729635119438172,"[[1788.0, 682.0], [1818.0, 682.0], [1818.0, 696.0], [1788.0, 696.0]]",POINT (1803 689),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1036,1036,1045,warung nasi dpr,0.9880321621894836,"[[845.0, 801.0], [989.0, 810.0], [987.0, 838.0], [843.0, 829.0]]",POINT (916 819.5),"https://www.google.com/maps/@-6.9181038,106.9339715,21z?",,,,,,,,,,,
1037,1037,1046,q,0.8978416323661804,"[[374.0, 24.0], [396.0, 24.0], [396.0, 44.0], [374.0, 44.0]]",POINT (385 34),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1038,1038,1047,17,0.5075679421424866,"[[430.0, 30.0], [444.0, 30.0], [444.0, 44.0], [430.0, 44.0]]",POINT (437 37),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1039,1039,1048,museum)( transportasi umum)( apotek)( atm,0.9302098155021667,"[[890.0, 24.0], [1326.0, 24.0], [1326.0, 50.0], [890.0, 50.0]]",POINT (1108 37),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1040,1040,1049,gedung muraz,0.9945866465568542,"[[634.0, 114.0], [756.0, 114.0], [756.0, 136.0], [634.0, 136.0]]",POINT (695 125),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1041,1041,1050,belakang,0.996692419052124,"[[75.0, 208.0], [147.0, 222.0], [143.0, 245.0], [71.0, 230.0]]",POINT (109.25665474771553 226.30631704410013),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1042,1042,1051,belakang bunut,0.9741407036781312,"[[214.0, 321.0], [330.0, 321.0], [330.0, 335.0], [214.0, 335.0]]",POINT (272 328),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1043,1043,1052,src rame iki o,0.9347058534622192,"[[80.0, 335.0], [198.0, 335.0], [198.0, 355.0], [80.0, 355.0]]",POINT (139 345),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1044,1044,1053,nasi kebuli bunut,0.9585055112838744,"[[536.0, 339.0], [682.0, 339.0], [682.0, 367.0], [536.0, 367.0]]",POINT (609 353),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1045,1045,1054,pak uci cikole,0.9575036764144896,"[[729.0, 368.0], [855.0, 375.0], [853.0, 403.0], [727.0, 396.0]]",POINT (791 385.5),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1046,1046,1055,upat tahu,0.96510910987854,"[[770.0, 359.0], [836.0, 359.0], [836.0, 379.0], [770.0, 379.0]]",POINT (803 369),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1047,1047,1056,makanan siap saj,0.9769030809402466,"[[764.0, 395.0], [848.0, 395.0], [848.0, 409.0], [764.0, 409.0]]",POINT (806 402),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1048,1048,1057,o warkop bunut,0.9802179336547852,"[[1503.0, 488.0], [1627.0, 495.0], [1625.0, 523.0], [1501.0, 516.0]]",POINT (1564 505.5),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1049,1049,1058,makanan siap sa,0.9928624033927916,"[[1286.0, 504.0], [1370.0, 504.0], [1370.0, 518.0], [1286.0, 518.0]]",POINT (1328 511),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1050,1050,1059,warung nasi sukasari,0.9542328715324402,"[[1728.0, 524.0], [1900.0, 526.0], [1900.0, 548.0], [1728.0, 546.0]]",POINT (1814 536),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1051,1051,1060,-,0.8693658709526062,"[[1876.0, 815.0], [1894.0, 815.0], [1894.0, 835.0], [1876.0, 835.0]]",POINT (1885 825),"https://www.google.com/maps/@-6.917508,106.9339715,21z?",,,,,,,,,,,
1052,1052,1061,( atm,0.8147708177566528,"[[1250.0, 24.0], [1324.0, 26.0], [1324.0, 48.0], [1249.0, 46.0]]",POINT (1286.7418699186992 36.02439024390244),"https://www.google.com/maps/@-6.9169122,106.9339715,21z?",,,,,,,,,,,
1053,1053,1062,st,0.7966282367706299,"[[78.0, 38.0], [88.0, 38.0], [88.0, 48.0], [78.0, 48.0]]",POINT (83 43),"https://www.google.com/maps/@-6.9169122,106.9339715,21z?",,,,,,,,,,,
1054,1054,1063,paviliun anyelir,0.9637101292610168,"[[882.0, 460.0], [1008.0, 460.0], [1008.0, 482.0], [882.0, 482.0]]",POINT (945 471),"https://www.google.com/maps/@-6.9169122,106.9339715,21z?",,,,,,,,,,,
1055,1055,1064,masjid terdekat rs,0.9841424822807312,"[[1526.0, 486.0], [1678.0, 488.0], [1678.0, 510.0], [1526.0, 508.0]]",POINT (1602 498),"https://www.google.com/maps/@-6.9169122,106.9339715,21z?",,,,,,,,,,,
1056,1056,1065,warung kiman,0.979706883430481,"[[298.0, 757.0], [396.0, 757.0], [396.0, 777.0], [298.0, 777.0]]",POINT (347 767),"https://www.google.com/maps/@-6.9169122,106.9339715,21z?",,,,,,,,,,,
1057,1057,1066,van boenoet,0.9940688610076904,"[[302.0, 771.0], [384.0, 774.0], [384.0, 793.0], [302.0, 791.0]]",POINT (342.64957264957263 782.2393162393163),"https://www.google.com/maps/@-6.9169122,106.9339715,21z?",,,,,,,,,,,
1058,1058,1067,17,0.5075678825378418,"[[430.0, 30.0], [444.0, 30.0], [444.0, 44.0], [430.0, 44.0]]",POINT (437 37),"https://www.google.com/maps/@-6.9163163,106.9339715,21z?",,,,,,,,,,,
1059,1059,1068,stn atm,0.8005280494689941,"[[1264.0, 28.0], [1326.0, 28.0], [1326.0, 48.0], [1264.0, 48.0]]",POINT (1295 38),"https://www.google.com/maps/@-6.9163163,106.9339715,21z?",,,,,,,,,,,
1060,1060,1069,kost uni yeni,0.9535649418830872,"[[273.0, 119.0], [391.0, 128.0], [389.0, 156.0], [271.0, 147.0]]",POINT (331 137.5),"https://www.google.com/maps/@-6.9163163,106.9339715,21z?",,,,,,,,,,,
1061,1061,1070,o melly tailor,0.81439608335495,"[[76.0, 339.0], [198.0, 339.0], [198.0, 361.0], [76.0, 361.0]]",POINT (137 350),"https://www.google.com/maps/@-6.9163163,106.9339715,21z?",,,,,,,,,,,
1062,1062,1071,eyang o,0.7888501882553101,"[[170.0, 797.0], [244.0, 797.0], [244.0, 833.0], [170.0, 833.0]]",POINT (207 815),"https://www.google.com/maps/@-6.9163163,106.9339715,21z?",,,,,,,,,,,
1063,1063,1072,stn atm,0.8060428500175476,"[[1264.0, 28.0], [1324.0, 28.0], [1324.0, 48.0], [1264.0, 48.0]]",POINT (1294 38),"https://www.google.com/maps/@-6.9157205,106.9339715,21z?",,,,,,,,,,,
1064,1064,1073,kantor,0.9460667371749878,"[[1016.0, 217.0], [1088.0, 217.0], [1088.0, 239.0], [1016.0, 239.0]]",POINT (1052 228),"https://www.google.com/maps/@-6.9157205,106.9339715,21z?",,,,,,,,,,,
1065,1065,1074,atn atm,0.7860981225967407,"[[1261.0, 21.0], [1325.0, 26.0], [1323.0, 48.0], [1259.0, 43.0]]",POINT (1292 34.5),"https://www.google.com/maps/@-6.9151247,106.9339715,21z?",,,,,,,,,,,
1066,1066,1075,q,0.8978416323661804,"[[374.0, 24.0], [396.0, 24.0], [396.0, 44.0], [374.0, 44.0]]",POINT (385 34),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1067,1067,1076,17,0.5075679421424866,"[[430.0, 30.0], [444.0, 30.0], [444.0, 44.0], [430.0, 44.0]]",POINT (437 37),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1068,1068,1077,transportasi umum ( apotek ( atm,0.9123983383178712,"[[992.0, 24.0], [1326.0, 24.0], [1326.0, 50.0], [992.0, 50.0]]",POINT (1159 37),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1069,1069,1078,ph sakit,0.8928468227386475,"[[73.0, 374.0], [151.0, 384.0], [147.0, 414.0], [69.0, 403.0]]",POINT (110.21582017356666 393.78332621994593),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1070,1070,1079,masuidagunge o,0.798878014087677,"[[1590.0, 381.0], [1741.0, 376.0], [1742.0, 420.0], [1591.0, 425.0]]",POINT (1666 400.5),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1071,1071,1080,gung,0.8257789611816406,"[[1658.0, 393.0], [1694.0, 393.0], [1694.0, 407.0], [1658.0, 407.0]]",POINT (1676 400),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1072,1072,1081,sober kedai o,0.9629666209220886,"[[590.0, 415.0], [704.0, 415.0], [704.0, 437.0], [590.0, 437.0]]",POINT (647 426),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1073,1073,1082,bpr danapos,0.9373838305473328,"[[1169.0, 430.0], [1292.0, 435.0], [1291.0, 457.0], [1168.0, 452.0]]",POINT (1230 443.5),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1074,1074,1083,rm ayam,0.9793890714645386,"[[1854.0, 430.0], [1917.0, 437.0], [1914.0, 459.0], [1851.0, 452.0]]",POINT (1884 444.5),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1075,1075,1084,apotek graha medika,0.9993032217025756,"[[1264.0, 464.0], [1404.0, 464.0], [1404.0, 484.0], [1264.0, 484.0]]",POINT (1334 474),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1076,1076,1085,termienal mie kekinian,0.98554265499115,"[[126.0, 488.0], [298.0, 488.0], [298.0, 516.0], [126.0, 516.0]]",POINT (212 502),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1077,1077,1086,warung cahaya,0.916716456413269,"[[761.0, 548.0], [898.0, 555.0], [897.0, 581.0], [760.0, 574.0]]",POINT (829 564.5),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1078,1078,1087,warung sawa o,0.9811092019081116,"[[1472.0, 542.0], [1588.0, 542.0], [1588.0, 570.0], [1472.0, 570.0]]",POINT (1530 556),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1079,1079,1088,osusu murni bunut 2.0,0.9427400231361388,"[[845.0, 584.0], [1012.0, 590.0], [1011.0, 618.0], [844.0, 612.0]]",POINT (928 601),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1080,1080,1089,1,0.5541017055511475,"[[1870.0, 853.0], [1890.0, 845.0], [1898.0, 865.0], [1878.0, 873.0]]",POINT (1884 859),"https://www.google.com/maps/@-6.9145289,106.9339715,21z?",,,,,,,,,,,
1081,1081,1090,atn atm,0.7486985921859741,"[[1263.0, 21.0], [1327.0, 26.0], [1325.0, 48.0], [1261.0, 43.0]]",POINT (1294 34.5),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1082,1082,1091,c,0.632490873336792,"[[78.0, 106.0], [88.0, 106.0], [88.0, 120.0], [78.0, 120.0]]",POINT (83 113),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1083,1083,1092,nugrah hotel sukabumi,0.9974693059921264,"[[418.0, 136.0], [566.0, 136.0], [566.0, 155.0], [418.0, 155.0]]",POINT (492 145.5),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1084,1084,1093,4.4  (4069),0.9647477269172668,"[[394.0, 151.0], [476.0, 151.0], [476.0, 171.0], [394.0, 171.0]]",POINT (435 161),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1085,1085,1094,praline sukabumi,0.9556006193161012,"[[404.0, 361.0], [544.0, 365.0], [544.0, 387.0], [404.0, 383.0]]",POINT (474 374),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1086,1086,1095,rm.siang malam bunut,0.9905634522438048,"[[1624.0, 405.0], [1804.0, 400.0], [1804.0, 426.0], [1624.0, 431.0]]",POINT (1714 415.5),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1087,1087,1096,dinas kumindag,0.9891321063041688,"[[390.0, 725.0], [522.0, 730.0], [522.0, 750.0], [390.0, 745.0]]",POINT (456 737.5),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1088,1088,1097,1,0.7672094702720642,"[[1878.0, 813.0], [1892.0, 813.0], [1892.0, 835.0], [1878.0, 835.0]]",POINT (1885 824),"https://www.google.com/maps/@-6.9139331,106.9339715,21z?",,,,,,,,,,,
1089,1089,1098,i atm,0.8562512397766113,"[[1249.0, 21.0], [1324.0, 26.0], [1323.0, 48.0], [1248.0, 43.0]]",POINT (1286 34.5),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1090,1090,1099,caramel kost,0.9452143311500548,"[[741.0, 237.0], [853.0, 246.0], [851.0, 270.0], [739.0, 261.0]]",POINT (796 253.5),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1091,1091,1100,ir,0.5296953916549683,"[[429.0, 356.0], [452.0, 362.0], [442.0, 396.0], [420.0, 390.0]]",POINT (435.79643146796434 375.8864557988646),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1092,1092,1101,kos dafi,0.992925226688385,"[[182.0, 405.0], [264.0, 405.0], [264.0, 427.0], [182.0, 427.0]]",POINT (223 416),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1093,1093,1102,surya kencana,0.9786093831062316,"[[403.0, 424.0], [431.0, 439.0], [352.0, 587.0], [324.0, 572.0]]",POINT (377.5 505.5),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1094,1094,1103,g.mapatt,0.9885886907577516,"[[972.0, 526.0], [1042.0, 526.0], [1042.0, 540.0], [972.0, 540.0]]",POINT (1007 533),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1095,1095,1104,1,0.6027175188064575,"[[72.0, 570.0], [82.0, 570.0], [82.0, 584.0], [72.0, 584.0]]",POINT (77 577),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1096,1096,1105,o carramel,0.9318796396255492,"[[478.0, 656.0], [568.0, 656.0], [568.0, 684.0], [478.0, 684.0]]",POINT (523 670),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1097,1097,1106,musholla al muhasaddah,0.9779435992240906,"[[1220.0, 652.0], [1412.0, 652.0], [1412.0, 678.0], [1220.0, 678.0]]",POINT (1316 665),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1098,1098,1107,-,0.8685031533241272,"[[1878.0, 813.0], [1894.0, 813.0], [1894.0, 835.0], [1878.0, 835.0]]",POINT (1886 824),"https://www.google.com/maps/@-6.9133373,106.9339715,21z?",,,,,,,,,,,
1099,1099,1108,17,0.5075679421424866,"[[430.0, 30.0], [444.0, 30.0], [444.0, 44.0], [430.0, 44.0]]",POINT (437 37),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1100,1100,1109,stn atm,0.8320344686508179,"[[1262.0, 28.0], [1324.0, 28.0], [1324.0, 48.0], [1262.0, 48.0]]",POINT (1293 38),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1101,1101,1110,go-jek o,0.8854559063911438,"[[304.0, 231.0], [386.0, 231.0], [386.0, 259.0], [304.0, 259.0]]",POINT (345 245),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1102,1102,1111,alfamart,0.8218081593513489,"[[279.0, 457.0], [372.0, 450.0], [375.0, 485.0], [282.0, 493.0]]",POINT (326.78339350180505 471.27015643802645),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1103,1103,1112,martabak,0.9518819451332092,"[[818.0, 630.0], [899.0, 625.0], [900.0, 645.0], [819.0, 650.0]]",POINT (859 637.5),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1104,1104,1113,surya kencana,0.9570837616920472,"[[500.0, 678.0], [522.0, 678.0], [518.0, 847.0], [496.0, 847.0]]",POINT (509 762.5),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1105,1105,1114,kiddo play - sewa,0.9917039275169371,"[[302.0, 708.0], [412.0, 708.0], [412.0, 728.0], [302.0, 728.0]]",POINT (357 718),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1106,1106,1115,mainan anak &.,0.9902319312095642,"[[306.0, 726.0], [402.0, 726.0], [402.0, 740.0], [306.0, 740.0]]",POINT (354 733),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1107,1107,1116,ananda play group,0.9935570955276488,"[[214.0, 805.0], [362.0, 805.0], [362.0, 827.0], [214.0, 827.0]]",POINT (288 816),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1108,1108,1117,ir,0.5841122269630432,"[[489.0, 840.0], [513.0, 836.0], [519.0, 874.0], [495.0, 878.0]]",POINT (504 857),"https://www.google.com/maps/@-6.9127415,106.9339715,21z?",,,,,,,,,,,
1109,1109,1118,atn atm,0.7478180527687073,"[[1263.0, 21.0], [1327.0, 26.0], [1325.0, 48.0], [1261.0, 43.0]]",POINT (1294 34.5),"https://www.google.com/maps/@-6.9121457,106.9339715,21z?",,,,,,,,,,,
1110,1110,1119,q,0.8978416323661804,"[[374.0, 24.0], [396.0, 24.0], [396.0, 44.0], [374.0, 44.0]]",POINT (385 34),"https://www.google.com/maps/@-6.9121457,106.9339715,21z?",,,,,,,,,,,
1111,1111,1120,asih salon sukabumi,0.969732105731964,"[[735.0, 47.0], [898.0, 54.0], [897.0, 82.0], [734.0, 75.0]]",POINT (816 64.5),"https://www.google.com/maps/@-6.9121457,106.9339715,21z?",,,,,,,,,,,
1112,1112,1121,starbucks cell,0.9897049069404602,"[[370.0, 185.0], [490.0, 185.0], [490.0, 207.0], [370.0, 207.0]]",POINT (430 196),"https://www.google.com/maps/@-6.9121457,106.9339715,21z?",,,,,,,,,,,
1113,1113,1122,endy nico,0.962020456790924,"[[72.0, 333.0], [144.0, 333.0], [144.0, 355.0], [72.0, 355.0]]",POINT (108 344),"https://www.google.com/maps/@-6.9121457,106.9339715,21z?",,,,,,,,,,,
1114,1114,1123,tenda sarapan pagi,0.9693411588668824,"[[355.0, 470.0], [510.0, 477.0], [509.0, 505.0], [354.0, 498.0]]",POINT (432 487.5),"https://www.google.com/maps/@-6.9121457,106.9339715,21z?",,,,,,,,,,,
1115,1115,1124,wara wiri cafe,0.985229194164276,"[[282.0, 855.0], [408.0, 853.0], [408.0, 875.0], [282.0, 877.0]]",POINT (345 865),"https://www.google.com/maps/@-6.9121457,106.9339715,21z?",,,,,,,,,,,
1116,1116,1125,pil,0.9971520304679872,"[[76.0, 86.0], [94.0, 86.0], [94.0, 102.0], [76.0, 102.0]]",POINT (85 94),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1117,1117,1126,kencana,0.9354053735733032,"[[1602.0, 121.0], [1686.0, 70.0], [1700.0, 92.0], [1616.0, 143.0]]",POINT (1651 106.5),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1118,1118,1127,surya,0.9985713958740234,"[[1553.0, 153.0], [1610.0, 124.0], [1621.0, 146.0], [1564.0, 175.0]]",POINT (1587 149.5),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1119,1119,1128,icana,0.910917103290558,"[[1456.0, 223.0], [1509.0, 191.0], [1522.0, 212.0], [1469.0, 244.0]]",POINT (1489 217.5),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1120,1120,1129,roemah om sinyo 1,0.931684136390686,"[[978.0, 237.0], [1114.0, 237.0], [1114.0, 257.0], [978.0, 257.0]]",POINT (1046 247),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1121,1121,1130,ken,0.9969184994697572,"[[1427.0, 243.0], [1464.0, 224.0], [1475.0, 245.0], [1437.0, 264.0]]",POINT (1450.8287740628166 244.00675447483957),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1122,1122,1131,centresukabum,0.9565654993057252,"[[884.0, 405.0], [986.0, 405.0], [986.0, 419.0], [884.0, 419.0]]",POINT (935 412),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1123,1123,1132,tulip pet care,0.9846916794776917,"[[1202.0, 638.0], [1298.0, 638.0], [1298.0, 658.0], [1202.0, 658.0]]",POINT (1250 648),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1124,1124,1133,dokter hewan,0.9837104678153992,"[[1212.0, 654.0], [1282.0, 654.0], [1282.0, 668.0], [1212.0, 668.0]]",POINT (1247 661),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1125,1125,1134,skbm resto & cafe,0.9892755150794984,"[[392.0, 827.0], [546.0, 823.0], [546.0, 849.0], [392.0, 853.0]]",POINT (469 838),"https://www.google.com/maps/@-6.9115499,106.9339715,21z?",,,,,,,,,,,
1126,1126,1135,umi cake karimin,0.896681547164917,"[[131.0, 287.0], [268.0, 293.0], [267.0, 315.0], [130.0, 309.0]]",POINT (199 301),"https://www.google.com/maps/@-6.9109541,106.9339715,21z?",,,,,,,,,,,
1127,1127,1136,mesid anur,0.823106050491333,"[[382.0, 448.0], [506.0, 448.0], [506.0, 490.0], [382.0, 490.0]]",POINT (444 469),"https://www.google.com/maps/@-6.9109541,106.9339715,21z?",,,,,,,,,,,
1128,1128,1137,enam lima satu o,0.97194105386734,"[[1048.0, 632.0], [1178.0, 632.0], [1178.0, 654.0], [1048.0, 654.0]]",POINT (1113 643),"https://www.google.com/maps/@-6.9109541,106.9339715,21z?",,,,,,,,,,,
1129,1129,1138,o,0.5373362302780151,"[[1870.0, 753.0], [1900.0, 753.0], [1900.0, 779.0], [1870.0, 779.0]]",POINT (1885 766),"https://www.google.com/maps/@-6.9109541,106.9339715,21z?",,,,,,,,,,,
1130,1130,1139,n atm,0.927604079246521,"[[1259.0, 21.0], [1325.0, 26.0], [1323.0, 48.0], [1257.0, 43.0]]",POINT (1291 34.5),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1131,1131,1140,transportasi umum )( apotek,0.9410431981086732,"[[992.0, 24.0], [1254.0, 24.0], [1254.0, 50.0], [992.0, 50.0]]",POINT (1123 37),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1132,1132,1141,tmusola bn,0.908978283405304,"[[136.0, 155.0], [250.0, 155.0], [250.0, 183.0], [136.0, 183.0]]",POINT (193 169),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1133,1133,1142,fahri d,0.9943174719810486,"[[1843.0, 147.0], [1918.0, 152.0], [1917.0, 178.0], [1841.0, 173.0]]",POINT (1879.732386027235 162.52753108348136),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1134,1134,1143,keikpop sukabumi wd,0.930053412914276,"[[1390.0, 161.0], [1538.0, 161.0], [1538.0, 183.0], [1390.0, 183.0]]",POINT (1464 172),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1135,1135,1144,0thae harvestabumi,0.7880823612213135,"[[1584.0, 157.0], [1735.0, 170.0], [1732.0, 206.0], [1581.0, 192.0]]",POINT (1658.3516632722337 181.28309572301427),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1136,1136,1145,l arima lein,0.6735362410545349,"[[1418.0, 193.0], [1538.0, 193.0], [1538.0, 235.0], [1418.0, 235.0]]",POINT (1478 214),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1137,1137,1146,o:,0.7464674711227417,"[[1876.0, 335.0], [1918.0, 335.0], [1918.0, 363.0], [1876.0, 363.0]]",POINT (1897 349),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1138,1138,1147,cantigi,0.9985661506652832,"[[1440.0, 361.0], [1518.0, 361.0], [1518.0, 389.0], [1440.0, 389.0]]",POINT (1479 375),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1139,1139,1148,bni atm,0.9725762009620668,"[[74.0, 532.0], [138.0, 532.0], [138.0, 554.0], [74.0, 554.0]]",POINT (106 543),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1140,1140,1149,erae yamsental..,0.6283137798309326,"[[495.0, 616.0], [654.0, 620.0], [653.0, 656.0], [494.0, 652.0]]",POINT (574 636),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1141,1141,1150,dealer kendara,0.9919339418411256,"[[532.0, 650.0], [602.0, 650.0], [602.0, 664.0], [532.0, 664.0]]",POINT (567 657),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1142,1142,1151,second shoes sae,0.9845935702323914,"[[1312.0, 706.0], [1460.0, 706.0], [1460.0, 734.0], [1312.0, 734.0]]",POINT (1386 720),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
1143,1143,1152,mi azzahidiyah o,0.9416009187698364,"[[1354.0, 777.0], [1494.0, 777.0], [1494.0, 799.0], [1354.0, 799.0]]",POINT (1424 788),"https://www.google.com/maps/@-6.920487,106.9352525,21z?",,,,,,,,,,,
