,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
156,o warung newmmpoet,0.9471942186355591,"[[626.0, 52.0], [788.0, 52.0], [788.0, 72.0], [626.0, 72.0]]",POINT (707 62),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9196719,106.9327729,Warung NewMMpoet,Kedai Kopi,Telepon: 0857-9387-7657 ,"Alamat: 3WJM+44J, Gg. Adireja, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Warung+NewMMpoet/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849e8d390dff7:0x8bc2c7bdeffec6f4!8m2!3d-6.9196719!4d106.9327729!16s%2Fg%2F11s_x5gss8?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
157,o food court ummi,0.9741301536560059,"[[1576.0, 85.0], [1718.0, 90.0], [1718.0, 112.0], [1576.0, 107.0]]",POINT (1647 98.5),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",,,,,,,,,,,
158,adireja,0.9940689206123352,"[[509.0, 111.0], [529.0, 114.0], [519.0, 178.0], [499.0, 175.0]]",POINT (514 144.5),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",,,,,,,,,,,
159,orthodontist sukabumi,0.9693018198013306,"[[1540.0, 191.0], [1718.0, 191.0], [1718.0, 217.0], [1540.0, 217.0]]",POINT (1629 204),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9198948,106.9341773,Orthodontist Sukabumi,Ortodontis,Telepon: (0266) 225180 ,"Alamat: Jl. Rumah Sakit No.1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Orthodontist+Sukabumi/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849e02cf5a751:0x3f4923eae054a3e0!8m2!3d-6.9198948!4d106.9341773!16s%2Fg%2F11tdkw78gr?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
160,kos puri cendekia,0.9855221509933472,"[[298.0, 265.0], [446.0, 265.0], [446.0, 293.0], [298.0, 293.0]]",POINT (372 279),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9199856,106.932637,Kos Puri Cendekia,Hotel jangka panjang,Telepon: 0813-8159-0019 ,"Alamat: Jl. Riau Gg. Adireja No.13, RT.4, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kos+Puri+Cendekia/@-6.9199839,106.9323054,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684836fd3086af:0x21b9cd1489fc273b!8m2!3d-6.9199856!4d106.932637!16s%2Fg%2F11by_yc2p6?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
161,kost griya qq 1/,0.9374051094055176,"[[300.0, 319.0], [412.0, 319.0], [412.0, 339.0], [300.0, 339.0]]",POINT (356 329),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9200555,106.932643,Kost Griya QQ 1,Hotel jangka panjang,Telepon: 0815-6072-150 ,"Alamat: Jl. R. E. Martadinata Gg. Adireja No.02, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kost+Griya+QQ+1/@-6.9200498,106.9322849,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849ac32b1d2e3:0x2df2f6d8fa87a798!8m2!3d-6.9200555!4d106.932643!16s%2Fg%2F11h_b0sz4g?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
162,o kresna poultry supplier,0.9792335629463196,"[[154.0, 335.0], [332.0, 335.0], [332.0, 361.0], [154.0, 361.0]]",POINT (243 348),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.920072,106.932281,Kresna Poultry Supplier,,Telepon: (0266) 221647 ,"Alamat: JL Arif Rahman Hakim, No. 17, Benteng, Warudoyong, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kresna+Poultry+Supplier/@-6.9200761,106.9319473,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684837031e6819:0xa5331ec3cdceedaf!8m2!3d-6.920072!4d106.932281!16s%2Fg%2F11b6dcr62r?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
163,mie goreng mang uha,0.9713937640190125,"[[217.0, 458.0], [388.0, 465.0], [387.0, 493.0], [216.0, 486.0]]",POINT (302 475.5),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9202553,106.9325863,Mie Goreng Mang Uha,Restoran Mie,,"Alamat: Jl. R. E. Martadinata No.45, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Mie+Goreng+Mang+Uha/@-6.9202515,106.9322323,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684961ee0ec051:0x8877d070d4d9be43!8m2!3d-6.9202553!4d106.9325863!16s%2Fg%2F11kjpcxd_f?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
164,btpn kc sukabumi @,0.985159158706665,"[[810.0, 562.0], [969.0, 556.0], [970.0, 584.0], [811.0, 590.0]]",POINT (890 573),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9202834,106.9333434,BTPN KC Sukabumi,Bank,Telepon: (0266) 221053 ,"Alamat: Jl. R. E. Martadinata No.51, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: bankbtpn.co.id ,Senang rasanya menunggu dalam antrean...,setahun lalu,4 bintang,"https://www.google.com/maps/place/BTPN+KC+Sukabumi/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684837badd6b1f:0xd257c8b8c9ab2d53!8m2!3d-6.9202834!4d106.9333434!16s%2Fg%2F1hc3dq7cy?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
165,vihara dharma ratna,0.995036244392395,"[[648.0, 600.0], [814.0, 600.0], [814.0, 626.0], [648.0, 626.0]]",POINT (731 613),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9204275,106.9329344,Vihara Dharma Ratna,Tempat Religius,,"Alamat: JL Laks Jl. R. E. Martadinata No.49, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 bulan lalu,5 bintang,"https://www.google.com/maps/place/Vihara+Dharma+Ratna/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684837a85b93fb:0xd0295b3ed622abd8!8m2!3d-6.9204275!4d106.9329344!16s%2Fg%2F11bzwltrll?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
166,gedung wanita,0.9674113988876343,"[[1124.0, 632.0], [1250.0, 632.0], [1250.0, 652.0], [1124.0, 652.0]]",POINT (1187 642),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9204691,106.9337099,Gedung Wanita,Tempat acara,Telepon: (0266) 225151 ,"Alamat: Jl. R. E. Martadinata No.57, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,5 bulan lalu,5 bintang,"https://www.google.com/maps/place/Gedung+Wanita/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684830d3624b0d:0xc4b4ca8b8c5dc6e2!8m2!3d-6.9204691!4d106.9337099!16s%2Fg%2F1pzppphvj?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
167,@ bni s,0.7015800476074219,"[[1852.0, 676.0], [1919.0, 676.0], [1919.0, 704.0], [1852.0, 704.0]]",POINT (1885.5 690),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9205338,106.9345737,BNI Sukabumi,Bank,Telepon: (0266) 221146 ,"Alamat: Jl. R. E. Martadinata No.63-65, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: bni.co.id ,"Lokasi strategis, tempat parkir luas, dilengkapi dengan sarana toilet dan tempat ibadah yang nyaman, karyawan ramah dan pelayanan yang baik",6 bulan lalu,5 bintang,"https://www.google.com/maps/place/BNI+Sukabumi/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684837c7083eb5:0x2e2131d3825752f3!8m2!3d-6.9205338!4d106.9345737!16s%2Fg%2F12hpvt2nq?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
168,p posbid i,0.8369449377059937,"[[1244.0, 708.0], [1322.0, 708.0], [1322.0, 728.0], [1244.0, 728.0]]",POINT (1283 718),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9205637,106.933731,Posbid maximus GW,Tempat Parkir,,"Alamat: Jl. R. E. Martadinata No.55-59, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Posbid+maximus+GW/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849102ddd4df9:0x431b30afb3550e5d!8m2!3d-6.9205637!4d106.933731!16s%2Fg%2F11s3c85l_5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
170,posbid sls 1 o,0.8756928443908691,"[[988.0, 797.0], [1104.0, 797.0], [1104.0, 825.0], [988.0, 825.0]]",POINT (1046 811),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",-6.9206928,106.9335091,Posbid SIS 1,Biro Perjalanan dan Wisata,,"Alamat: 3WHM+PCC, Jl. R. E. Martadinata, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,,,,"https://www.google.com/maps/place/Posbid+SIS+1/@-6.9201876,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68492a6e03ce73:0x8165bbbffdfb9765!8m2!3d-6.9206928!4d106.9335091!16s%2Fg%2F11tff46xpl?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
171,hotel )  rekomendasi aktivitas,0.9635583162307739,"[[612.0, 26.0], [872.0, 26.0], [872.0, 46.0], [612.0, 46.0]]",POINT (742 36),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",,,,,,,,,,,
172,a sukabu,0.9384734630584717,"[[458.0, 48.0], [526.0, 48.0], [526.0, 62.0], [458.0, 62.0]]",POINT (492 55),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",,,,,,,,,,,
173,thintofat boutique,0.9987595081329346,"[[1079.0, 59.0], [1229.0, 68.0], [1227.0, 94.0], [1077.0, 85.0]]",POINT (1153 76.5),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9185281,106.933678,Thintofat Boutique,Toko Pakaian,Telepon: 0821-2809-0018 ,"Alamat: Jl. Syamsudin. SH No.50, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Tempatnya Baguss. Untuk pelayanan Nyaaa Ramah Ramah dan Di layanin dengan baik. Nanti dateng lagi bareng teman""🥰😘 …",seminggu lalu,5 bintang,"https://www.google.com/maps/place/Thintofat+Boutique/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a0686c161:0xc6c3cd8ab8d3b73!8m2!3d-6.9185281!4d106.933678!16s%2Fg%2F11bzrhtmrg?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
174,atorium,0.9709988236427307,"[[1588.0, 122.0], [1642.0, 122.0], [1642.0, 136.0], [1588.0, 136.0]]",POINT (1615 129),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9185931,106.9342609,Laboratorium Klinik Ummi,Laboratorium Medis,,"Alamat: 3WJM+HP6, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,6 tahun lalu,5 bintang,"https://www.google.com/maps/place/Laboratorium+Klinik+Ummi/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848368a318ba3:0xf501f06e40b8c800!8m2!3d-6.9185931!4d106.9342609!16s%2Fg%2F1td81lms?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
175,tina snack,0.9885465502738953,"[[178.0, 157.0], [260.0, 157.0], [260.0, 177.0], [178.0, 177.0]]",POINT (219 167),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9186669,106.9324006,Tina Snack,Dapur Umum,Telepon: 0815-6318-7082 ,"Alamat: Jl. Syamsudin. SH Gg Moh Tohir No.63, RT.003/RW.006, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Tina+Snack/@-6.9186429,106.9320804,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68496243f95637:0x8f1e3cbd3f0e29d4!8m2!3d-6.9186669!4d106.9324006!16s%2Fg%2F11qgjnmncc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
176,1. adireja,0.9054702520370483,"[[74.0, 225.0], [149.0, 243.0], [142.0, 271.0], [67.0, 253.0]]",POINT (108 248),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",,,,,,,,,,,
177,bank muamal,0.921640157699585,"[[1800.0, 217.0], [1916.0, 219.0], [1916.0, 241.0], [1800.0, 239.0]]",POINT (1858 229),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9187272,106.9344795,Bank Muamalat ATM,ATM,Telepon: (021) 80668000 ,"Alamat: Jalan Syamsudin Sh. No 50, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Lacar jaya...,setahun lalu,5 bintang,"https://www.google.com/maps/place/Bank+Muamalat+ATM/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848364246ec4f:0x37a981e1cc807b6d!8m2!3d-6.9187272!4d106.9344795!16s%2Fg%2F11fy4rygmb?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
178,o mninerstadiyah..,0.744674026966095,"[[1513.0, 235.0], [1653.0, 242.0], [1651.0, 274.0], [1511.0, 267.0]]",POINT (1582 254.5),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9187572,106.9340928,Universitas Muhammadiyah Sukabumi,Universitas Swasta,Telepon: (0266) 218345 ,"Alamat: Jl. R. Syamsudin, S.H. No. 50, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: ummi.ac.id ,,1 hari lalu,5 bintang,"https://www.google.com/maps/place/Universitas+Muhammadiyah+Sukabumi/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e683633fcd15215:0x261f558445241e0c!8m2!3d-6.9187572!4d106.9340928!16s%2Fg%2F120n81t1?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
179,nvn,0.9664959907531738,"[[582.0, 247.0], [618.0, 247.0], [618.0, 263.0], [582.0, 263.0]]",POINT (600 255),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9187372,106.9328986,Nvn,Komplek perumahan,,"Alamat: 3WJM+G52, Gg. Adireja, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Nvn/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68496eb1405c25:0x8535cd305a510b2!8m2!3d-6.9187372!4d106.9328986!16s%2Fg%2F11t01zn3hq?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
180,propolis store,0.9504326581954956,"[[766.0, 265.0], [908.0, 265.0], [908.0, 293.0], [766.0, 293.0]]",POINT (837 279),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9187939,106.9332502,BRITISH PROPOLIS STORE,Toko Vitamin & Suplemen,Telepon: 0812-8113-1747 ,"Alamat: Jl. Syamsudin. SH Gg. Mochammad Tohir No.60, RT.3/RW.06, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: bit.ly ,"Produlnya ori, penjual amanah dam ramah, makazih seller, insyaallah langganan terus",8 bulan lalu,5 bintang,"https://www.google.com/maps/place/BRITISH+PROPOLIS+STORE/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849462a196fcf:0xff0cbd0785b88e34!8m2!3d-6.9187939!4d106.9332502!16s%2Fg%2F11fsz0pthn?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
181,o sukabumi,0.9488701820373535,"[[978.0, 468.0], [1068.0, 468.0], [1068.0, 490.0], [978.0, 490.0]]",POINT (1023 479),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9190576,106.9333712,sukabumi,Pusat Pendidikan,,"Alamat: 3WJM+98H, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,,,,"https://www.google.com/maps/place/sukabumi/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849004f2736a3:0xf1930a6454946c0f!8m2!3d-6.9190576!4d106.9333712!16s%2Fg%2F11ld023m_r?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
182,al-rosid's family o,0.9752334952354431,"[[740.0, 484.0], [874.0, 484.0], [874.0, 506.0], [740.0, 506.0]]",POINT (807 495),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9190785,106.9332079,Al-Rosid’s Family,Komplek perumahan,,"Alamat: Gg. Mochammad Tohir No.7, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,5 bulan lalu,5 bintang,"https://www.google.com/maps/place/Al-Rosid%E2%80%99s+Family/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849b08339de9f:0x78bfc0b1008d2f6f!8m2!3d-6.9190785!4d106.9332079!16s%2Fg%2F11vkc7mpkm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
183,o fakultas huku,0.9666693210601807,"[[1801.0, 514.0], [1916.0, 519.0], [1915.0, 540.0], [1800.0, 536.0]]",POINT (1857.5551069842552 527.231866505181),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9191232,106.9344742,Fakultas Hukum UMMI,Universitas Swasta,,"Alamat: Gedung C, Universitas Muhammadiyah, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,6 bulan lalu,5 bintang,"https://www.google.com/maps/place/Fakultas+Hukum+UMMI/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68492e59a50881:0x117b46e3ba011013!8m2!3d-6.9191232!4d106.9344742!16s%2Fg%2F11jdyn7zp2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
184,uozaki kost putri,0.9461424946784973,"[[838.0, 566.0], [982.0, 570.0], [982.0, 592.0], [838.0, 588.0]]",POINT (910 579),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9191941,106.9331852,UOZAKi Kost Putri,Motel,,"Alamat: 3WJM+87F, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Ada no. Kontak yg bisa dihubungi?,2 bulan lalu,5 bintang,"https://www.google.com/maps/place/UOZAKi+Kost+Putri/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68498b5918624b:0x67e63966e6833d0b!8m2!3d-6.9191941!4d106.9331852!16s%2Fg%2F11l29bw3c1?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
185,use of aura,0.7528772354125977,"[[594.0, 638.0], [708.0, 638.0], [708.0, 680.0], [594.0, 680.0]]",POINT (651 659),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9192938,106.932967,House Of AURA,Toko Pakaian,,"Alamat: Jl. R. E. Martadinata Gg. Adireja No.19, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,10 bulan lalu,5 bintang,"https://www.google.com/maps/place/House+Of+AURA/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849f7d170264f:0xb9944252da48bb2b!8m2!3d-6.9192938!4d106.932967!16s%2Fg%2F11fmzgk0kx?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
186,o rii,0.6879428625106812,"[[1868.0, 753.0], [1916.0, 753.0], [1916.0, 775.0], [1868.0, 775.0]]",POINT (1892 764),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",,,,,,,,,,,
187,em,0.9622049331665039,"[[1892.0, 745.0], [1914.0, 745.0], [1914.0, 759.0], [1892.0, 759.0]]",POINT (1903 752),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9194307,106.9346884,SEMETON ANGKRINGAN,Kafe,Telepon: 0815-6324-1284 ,"Alamat: Jl. Koperasi No.105A, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,cuman pesen mie doang lama bjirrrr.....,2 minggu lalu,3 bintang,"https://www.google.com/maps/place/SEMETON+ANGKRINGAN/@-6.9194307,106.9343667,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a11e0d3fb9:0xa43adc9bc6b198fe!8m2!3d-6.9194307!4d106.9346884!16s%2Fg%2F11vx7ltp3b?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
188,perpustakaan ummi,0.9905707836151123,"[[1704.0, 793.0], [1864.0, 793.0], [1864.0, 819.0], [1704.0, 819.0]]",POINT (1784 806),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9196045,106.9343388,Perpustakaan UMMI,Perpustakaan Universitas,Telepon: 0856-5940-4124 ,"Alamat: 3WJM+5P4, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: perpustakaan.ummi.ac.id ,"Perpustakaan ummi memiliki koleksi buku yang banyak, pelayanannya bagus tetapi sayang tempatnya kurang luas",3 tahun lalu,4 bintang,"https://www.google.com/maps/place/Perpustakaan+UMMI/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848366a974731:0xa3f782aa1a0747f4!8m2!3d-6.9196045!4d106.9343388!16s%2Fg%2F11f3_77d_0?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
189,universitas,0.9972289800643921,"[[1268.0, 827.0], [1338.0, 827.0], [1338.0, 841.0], [1268.0, 841.0]]",POINT (1303 834),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9195196,106.9338762,Masjid AL-UMM Universitas Muhammadiyah Sukabumi,Masjid,,"Alamat: Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Tuhan memberkati,setahun lalu,5 bintang,"https://www.google.com/maps/place/Masjid+AL-UMM+Universitas+Muhammadiyah+Sukabumi/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68498b6e963dfb:0xfb52c9a29e67c418!8m2!3d-6.9195196!4d106.9338762!16s%2Fg%2F11hdqh59yq?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
190,src chello,0.9942488074302673,"[[506.0, 859.0], [616.0, 859.0], [616.0, 881.0], [506.0, 881.0]]",POINT (561 870),"https://www.google.com/maps/@-6.918996,106.9333342,20z?",-6.9195778,106.9328599,SRC CHELLO,Toko bahan makanan,,"Alamat: Gg. Adireja No.24, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/SRC+CHELLO/@-6.918996,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684932d1387339:0xaa212ef691dd6656!8m2!3d-6.9195778!4d106.9328599!16s%2Fg%2F11hym0yx9l?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
191,s 86 sukabumi e,0.9432089924812317,"[[550.0, 2.0], [668.0, 2.0], [668.0, 16.0], [550.0, 16.0]]",POINT (609 9),"https://www.google.com/maps/@-6.9178044,106.9333342,20z?",-6.9172355,106.9329343,Toko Alkes 86 Sukabumi,Toko,Telepon: 0857-8034-5455 ,"Alamat: 3WMM+453, Jln.Belakang Rumah Sakit Bunut, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,6 bulan lalu,5 bintang,"https://www.google.com/maps/place/Toko+Alkes+86+Sukabumi/@-6.9172357,106.9326125,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68497821f22b73:0x9245ee7e11072310!8m2!3d-6.9172355!4d106.9329343!16s%2Fg%2F11lgdssbvk?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
192,seblakseuhah 06,0.9459999799728394,"[[760.0, 2.0], [878.0, 2.0], [878.0, 16.0], [760.0, 16.0]]",POINT (819 9),"https://www.google.com/maps/@-6.9178044,106.9333342,20z?",-6.9173219,106.9332113,Seblak Seuhah 06,Dapur Umum,,"Alamat: Jl. Rumah Sakit Belakang No.1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Seblak+Seuhah+06/@-6.917237,106.93292,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684900162e34c3:0xdf74996def2d2052!8m2!3d-6.9173219!4d106.9332113!16s%2Fg%2F11vyrd3rcd?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
193,p  transportasi umum,0.9256125688552856,"[[979.0, 20.0], [1160.0, 26.0], [1159.0, 54.0], [978.0, 48.0]]",POINT (1069 37),"https://www.google.com/maps/@-6.9178044,106.9333342,20z?",,,,,,,,,,,
194,rumah sakit belakang,0.9833644032478333,"[[634.0, 47.0], [803.0, 71.0], [800.0, 93.0], [631.0, 69.0]]",POINT (717 70),"https://www.google.com/maps/@-6.9178044,106.9333342,20z?",,,,,,,,,,,
195,padang,0.9322816133499146,"[[979.0, 47.0], [1021.0, 52.0], [1019.0, 68.0], [977.0, 63.0]]",POINT (999 57.5),"https://www.google.com/maps/@-6.9178044,106.9333342,20z?",,,,,,,,,,,
196,gedung muraz,0.9652177095413208,"[[1264.0, 46.0], [1390.0, 46.0], [1390.0, 68.0], [1264.0, 68.0]]",POINT (1327 57),"https://www.google.com/maps/@-6.9178044,106.9333342,20z?",,,,,,,,,,,
197,h.m.muraz o,0.9847571849822998,"[[1114.0, 56.0], [1220.0, 56.0], [1220.0, 78.0], [1114.0, 78.0]]",POINT (1167 67),"https://www.google.com/maps/@-6.9178044,106.9333342,20z?",-6.917309,106.9336686,H.M.Muraz,Gedung Apartemen,,"Alamat: 3WMM+3FF, Jl. Rumah Sakit Belakang, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,5 bulan lalu,4 bintang,"https://www.google.com/maps/place/H.M.Muraz/@-6.9178044,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68483679d08d79:0x723a4f615bb2c864!8m2!3d-6.917309!4d106.9336686!16s%2Fg%2F11fmdlqzrd?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
